year,session_type,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
2018,Q,0 days 00:56:48.979000,VER,33,0 days 00:01:28.487000,11.0,4.0,0 days 00:55:21.830000,,0 days 00:00:24.601000,0 days 00:00:26.475000,0 days 00:00:37.411000,0 days 00:55:45.093000,0 days 00:56:11.568000,0 days 00:56:48.979000,214.0,271.0,293.0,192.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:55:20.492000,2018-06-09 18:51:31.565000,1.0,,False,,False,False
2018,Q,0 days 00:58:00.075000,VER,33,0 days 00:01:11.096000,12.0,4.0,,,0 days 00:00:19.568000,0 days 00:00:22.695000,0 days 00:00:28.833000,0 days 00:57:08.547000,0 days 00:57:31.242000,0 days 00:58:00.075000,261.0,284.0,292.0,320.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:56:48.979000,2018-06-09 18:53:00.052000,1.0,,False,,False,True
2018,Q,0 days 01:01:57.649000,VER,33,,13.0,4.0,,0 days 00:59:14.790000,0 days 00:00:23.230000,0 days 00:00:25.588000,,0 days 00:58:23.426000,0 days 00:58:48.895000,,233.0,259.0,,299.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:58:00.075000,2018-06-09 18:54:11.148000,1.0,,False,,False,False
2018,Q,0 days 01:03:29.803000,VER,33,0 days 00:01:32.154000,14.0,5.0,0 days 01:01:58.986000,,0 days 00:00:24.074000,0 days 00:00:26.441000,0 days 00:00:41.639000,0 days 01:02:21.723000,0 days 01:02:48.164000,0 days 01:03:29.803000,228.0,272.0,295.0,101.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 01:01:57.649000,2018-06-09 18:58:08.722000,1.0,,False,,False,False
2018,Q,0 days 01:04:40.740000,VER,33,0 days 00:01:10.937000,15.0,5.0,,,0 days 00:00:19.420000,0 days 00:00:22.715000,0 days 00:00:28.802000,0 days 01:03:49.223000,0 days 01:04:11.938000,0 days 01:04:40.740000,264.0,285.0,295.0,322.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 01:03:29.803000,2018-06-09 18:59:40.876000,1.0,,False,,False,True
2018,Q,0 days 01:06:06.303000,VER,33,,16.0,5.0,,0 days 01:06:06.303000,0 days 00:00:24.619000,0 days 00:00:28.455000,,0 days 01:05:05.361000,0 days 01:05:33.817000,,178.0,222.0,,240.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 01:04:40.740000,2018-06-09 19:00:51.813000,1.0,,False,,False,False
2018,Q,0 days 00:12:10.963000,HAM,44,0 days 00:01:33.159000,1.0,1.0,0 days 00:10:39.205000,,0 days 00:00:27.103000,0 days 00:00:28.306000,0 days 00:00:37.750000,0 days 00:11:04.927000,0 days 00:11:33.237000,0 days 00:12:11.121000,238.0,271.0,293.0,283.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:10:39.205000,2018-06-09 18:06:50.278000,,,False,,False,False
2018,Q,0 days 00:13:36.529000,HAM,44,0 days 00:01:25.566000,2.0,1.0,,,0 days 00:00:19.969000,0 days 00:00:26.573000,0 days 00:00:39.024000,0 days 00:12:30.932000,0 days 00:12:57.505000,0 days 00:13:36.529000,259.0,260.0,294.0,225.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 00:12:10.963000,2018-06-09 18:08:22.036000,,,False,,False,False
2018,Q,0 days 00:14:48.797000,HAM,44,0 days 00:01:12.268000,3.0,1.0,,,0 days 00:00:19.859000,0 days 00:00:23.060000,0 days 00:00:29.349000,0 days 00:13:56.388000,0 days 00:14:19.448000,0 days 00:14:48.797000,260.0,283.0,294.0,323.0,True,HYPERSOFT,3.0,True,Mercedes,0 days 00:13:36.529000,2018-06-09 18:09:47.602000,,,False,,False,False
2018,Q,0 days 00:16:21.374000,HAM,44,0 days 00:01:32.577000,4.0,1.0,,,0 days 00:00:28.105000,0 days 00:00:28.686000,0 days 00:00:35.786000,0 days 00:15:16.902000,0 days 00:15:45.588000,0 days 00:16:21.374000,198.0,256.0,292.0,289.0,False,HYPERSOFT,4.0,True,Mercedes,0 days 00:14:48.797000,2018-06-09 18:10:59.870000,,,False,,False,False
2018,Q,0 days 00:17:33.446000,HAM,44,0 days 00:01:12.072000,5.0,1.0,,,0 days 00:00:19.854000,0 days 00:00:23.052000,0 days 00:00:29.166000,0 days 00:16:41.228000,0 days 00:17:04.280000,0 days 00:17:33.446000,259.0,283.0,292.0,323.0,True,HYPERSOFT,5.0,True,Mercedes,0 days 00:16:21.374000,2018-06-09 18:12:32.447000,,,False,,False,False
2018,Q,0 days 00:18:59.700000,HAM,44,0 days 00:01:26.254000,6.0,1.0,,,0 days 00:00:27.917000,0 days 00:00:27.366000,0 days 00:00:30.971000,0 days 00:18:01.363000,0 days 00:18:28.729000,0 days 00:18:59.700000,201.0,266.0,292.0,307.0,False,HYPERSOFT,6.0,True,Mercedes,0 days 00:17:33.446000,2018-06-09 18:13:44.519000,,,False,,False,False
2018,Q,0 days 00:20:11.535000,HAM,44,0 days 00:01:11.835000,7.0,1.0,,,0 days 00:00:19.819000,0 days 00:00:22.904000,0 days 00:00:29.112000,0 days 00:19:19.519000,0 days 00:19:42.423000,0 days 00:20:11.535000,258.0,281.0,294.0,318.0,True,HYPERSOFT,7.0,True,Mercedes,0 days 00:18:59.700000,2018-06-09 18:15:10.773000,,,False,,False,False
2018,Q,0 days 00:29:40.042000,HAM,44,,8.0,1.0,,0 days 00:21:24.874000,0 days 00:00:22.618000,0 days 00:00:24.992000,,0 days 00:20:34.152000,0 days 00:20:59.155000,,233.0,270.0,,292.0,False,HYPERSOFT,8.0,True,Mercedes,0 days 00:20:11.535000,2018-06-09 18:16:22.608000,,,False,,False,False
2018,Q,0 days 00:31:08.240000,HAM,44,0 days 00:01:28.198000,9.0,2.0,0 days 00:29:41.398000,,0 days 00:00:24.186000,0 days 00:00:25.221000,0 days 00:00:38.791000,0 days 00:30:04.228000,0 days 00:30:29.449000,0 days 00:31:08.240000,250.0,271.0,297.0,302.0,False,ULTRASOFT,1.0,True,Mercedes,0 days 00:29:40.042000,2018-06-09 18:25:51.115000,1.0,,False,,False,False
2018,Q,0 days 00:32:19.980000,HAM,44,0 days 00:01:11.740000,10.0,2.0,,,0 days 00:00:19.515000,0 days 00:00:22.696000,0 days 00:00:29.529000,0 days 00:31:27.755000,0 days 00:31:50.451000,0 days 00:32:19.980000,264.0,286.0,297.0,323.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 00:31:08.240000,2018-06-09 18:27:19.313000,1.0,,False,,False,True
2018,Q,0 days 00:38:56.336000,HAM,44,,11.0,2.0,,0 days 00:33:38.057000,0 days 00:00:26.262000,0 days 00:00:25.530000,,0 days 00:32:46.271000,0 days 00:33:11.774000,,226.0,263.0,,297.0,False,ULTRASOFT,3.0,True,Mercedes,0 days 00:32:19.980000,2018-06-09 18:28:31.053000,1.0,,False,,False,False
2018,Q,0 days 00:40:22.659000,HAM,44,0 days 00:01:26.323000,12.0,3.0,0 days 00:38:57.692000,,0 days 00:00:24.364000,0 days 00:00:25.104000,0 days 00:00:36.855000,0 days 00:39:20.700000,0 days 00:39:45.804000,0 days 00:40:22.659000,249.0,269.0,295.0,168.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:38:56.336000,2018-06-09 18:35:07.409000,1.0,,False,,False,False
2018,Q,0 days 00:41:35.417000,HAM,44,0 days 00:01:12.758000,13.0,3.0,,,0 days 00:00:19.655000,0 days 00:00:22.729000,0 days 00:00:30.374000,0 days 00:40:42.314000,0 days 00:41:05.043000,0 days 00:41:35.417000,261.0,284.0,244.0,324.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 00:40:22.659000,2018-06-09 18:36:33.732000,1.0,,False,,False,True
2018,Q,0 days 00:43:19.749000,HAM,44,0 days 00:01:44.332000,14.0,3.0,,,0 days 00:00:25.037000,0 days 00:00:27.393000,0 days 00:00:51.902000,0 days 00:42:00.454000,0 days 00:42:27.847000,0 days 00:43:19.749000,208.0,275.0,294.0,62.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 00:41:35.417000,2018-06-09 18:37:46.490000,1.0,,False,,False,True
2018,Q,0 days 00:51:56.299000,HAM,44,,15.0,3.0,,0 days 00:44:26.998000,0 days 00:00:19.593000,0 days 00:00:23.057000,,0 days 00:43:39.369000,0 days 00:44:02.423000,,262.0,284.0,,299.0,False,HYPERSOFT,4.0,True,Mercedes,0 days 00:43:19.749000,2018-06-09 18:39:30.822000,1.0,,False,,False,False
2018,Q,0 days 00:53:16.757000,HAM,44,0 days 00:01:20.458000,16.0,4.0,0 days 00:51:57.650000,,0 days 00:00:24.986000,0 days 00:00:24.705000,0 days 00:00:30.767000,0 days 00:52:21.285000,0 days 00:52:45.990000,0 days 00:53:16.757000,251.0,265.0,297.0,308.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:51:56.299000,2018-06-09 18:48:07.372000,1.0,,False,,False,False
2018,Q,0 days 00:54:27.984000,HAM,44,0 days 00:01:11.227000,17.0,4.0,,,0 days 00:00:19.481000,0 days 00:00:22.756000,0 days 00:00:28.990000,0 days 00:53:36.238000,0 days 00:53:58.994000,0 days 00:54:27.984000,263.0,284.0,301.0,324.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 00:53:16.757000,2018-06-09 18:49:27.830000,1.0,,False,,False,True
2018,Q,0 days 01:01:38.451000,HAM,44,,18.0,4.0,,0 days 00:55:42.120000,0 days 00:00:23.281000,0 days 00:00:25.614000,,0 days 00:54:51.496000,0 days 00:55:16.892000,,243.0,259.0,,306.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 00:54:27.984000,2018-06-09 18:50:39.057000,1.0,,False,,False,False
2018,Q,0 days 01:03:07.860000,HAM,44,0 days 00:01:29.409000,19.0,5.0,0 days 01:01:41.596000,,0 days 00:00:26.801000,0 days 00:00:28.667000,0 days 00:00:33.941000,0 days 01:02:05.252000,0 days 01:02:33.919000,0 days 01:03:07.860000,249.0,241.0,297.0,175.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 01:01:38.451000,2018-06-09 18:57:49.524000,1.0,,False,,False,False
2018,Q,0 days 01:04:18.856000,HAM,44,0 days 00:01:10.996000,20.0,5.0,,,0 days 00:00:19.430000,0 days 00:00:22.697000,0 days 00:00:28.869000,0 days 01:03:27.290000,0 days 01:03:49.987000,0 days 01:04:18.856000,265.0,285.0,297.0,321.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 01:03:07.860000,2018-06-09 18:59:18.933000,1.0,,False,,False,True
2018,Q,0 days 01:05:44.033000,HAM,44,,21.0,5.0,,0 days 01:05:44.033000,0 days 00:00:26.772000,0 days 00:00:27.436000,,0 days 01:04:45.656000,0 days 01:05:13.095000,,200.0,240.0,,259.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 01:04:18.856000,2018-06-09 19:00:29.929000,1.0,,False,,False,False
2018,Q,0 days 00:08:59.722000,RAI,7,0 days 00:01:28.821000,1.0,1.0,0 days 00:07:32.313000,,0 days 00:00:25.536000,0 days 00:00:26.788000,0 days 00:00:36.497000,0 days 00:07:56.471000,0 days 00:08:23.225000,0 days 00:08:59.885000,239.0,260.0,297.0,295.0,False,HYPERSOFT,1.0,True,Ferrari,0 days 00:07:32.313000,2018-06-09 18:03:43.386000,,,False,,False,False
2018,Q,0 days 00:10:11.772000,RAI,7,0 days 00:01:12.050000,2.0,1.0,,,0 days 00:00:20.074000,0 days 00:00:22.977000,0 days 00:00:28.999000,0 days 00:09:19.796000,0 days 00:09:42.773000,0 days 00:10:11.772000,263.0,287.0,297.0,324.0,True,HYPERSOFT,2.0,True,Ferrari,0 days 00:08:59.722000,2018-06-09 18:05:10.795000,,,False,,False,False
2018,Q,0 days 00:11:43.430000,RAI,7,0 days 00:01:31.658000,3.0,1.0,,,0 days 00:00:25.221000,0 days 00:00:28.918000,0 days 00:00:37.519000,0 days 00:10:36.993000,0 days 00:11:05.911000,0 days 00:11:43.430000,206.0,221.0,296.0,152.0,False,HYPERSOFT,3.0,True,Ferrari,0 days 00:10:11.772000,2018-06-09 18:06:22.845000,,,False,,False,False
2018,Q,0 days 00:12:55.155000,RAI,7,0 days 00:01:11.725000,4.0,1.0,,,0 days 00:00:19.869000,0 days 00:00:23.027000,0 days 00:00:28.829000,0 days 00:12:03.299000,0 days 00:12:26.326000,0 days 00:12:55.155000,263.0,286.0,298.0,325.0,True,HYPERSOFT,4.0,True,Ferrari,0 days 00:11:43.430000,2018-06-09 18:07:54.503000,,,False,,False,False
2018,Q,0 days 00:14:33.857000,RAI,7,0 days 00:01:38.702000,5.0,1.0,,,0 days 00:00:25.054000,0 days 00:00:30.438000,0 days 00:00:43.210000,0 days 00:13:20.209000,0 days 00:13:50.647000,0 days 00:14:33.857000,193.0,97.0,297.0,167.0,False,HYPERSOFT,5.0,True,Ferrari,0 days 00:12:55.155000,2018-06-09 18:09:06.228000,,,False,,False,False
2018,Q,0 days 00:15:46.447000,RAI,7,0 days 00:01:12.590000,6.0,1.0,,,0 days 00:00:19.930000,0 days 00:00:22.987000,0 days 00:00:29.673000,0 days 00:14:53.787000,0 days 00:15:16.774000,0 days 00:15:46.447000,264.0,288.0,245.0,321.0,False,HYPERSOFT,6.0,True,Ferrari,0 days 00:14:33.857000,2018-06-09 18:10:44.930000,,,False,,False,False
2018,Q,0 days 00:29:06.936000,RAI,7,,7.0,1.0,,0 days 00:17:05.448000,0 days 00:00:24.175000,0 days 00:00:27.067000,,0 days 00:16:10.648000,0 days 00:16:37.696000,,212.0,242.0,,282.0,False,HYPERSOFT,7.0,True,Ferrari,0 days 00:15:46.447000,2018-06-09 18:11:57.520000,,,False,,False,False
2018,Q,0 days 00:30:34.170000,RAI,7,0 days 00:01:27.234000,8.0,2.0,0 days 00:29:08.301000,,0 days 00:00:26.278000,0 days 00:00:27.084000,0 days 00:00:33.872000,0 days 00:29:33.214000,0 days 00:30:00.298000,0 days 00:30:34.170000,216.0,263.0,297.0,296.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:29:06.936000,2018-06-09 18:25:18.009000,,,False,,False,False
2018,Q,0 days 00:31:45.790000,RAI,7,0 days 00:01:11.620000,9.0,2.0,,,0 days 00:00:19.746000,0 days 00:00:23.004000,0 days 00:00:28.870000,0 days 00:30:53.916000,0 days 00:31:16.920000,0 days 00:31:45.790000,264.0,286.0,298.0,325.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:30:34.170000,2018-06-09 18:26:45.243000,1.0,,False,,False,True
2018,Q,0 days 00:39:25.321000,RAI,7,,10.0,2.0,,0 days 00:33:07.570000,0 days 00:00:25.359000,0 days 00:00:27.765000,,0 days 00:32:11.144000,0 days 00:32:38.911000,,200.0,239.0,,256.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:31:45.790000,2018-06-09 18:27:56.863000,1.0,,False,,False,False
2018,Q,0 days 00:40:52.371000,RAI,7,0 days 00:01:27.050000,11.0,3.0,0 days 00:39:26.977000,,0 days 00:00:27.041000,0 days 00:00:26.796000,0 days 00:00:33.213000,0 days 00:39:52.362000,0 days 00:40:19.158000,0 days 00:40:52.371000,234.0,262.0,298.0,297.0,False,HYPERSOFT,1.0,True,Ferrari,0 days 00:39:25.321000,2018-06-09 18:35:36.394000,1.0,,False,,False,False
2018,Q,0 days 00:42:05.471000,RAI,7,0 days 00:01:13.100000,12.0,3.0,,,0 days 00:00:19.767000,0 days 00:00:22.848000,0 days 00:00:30.485000,0 days 00:41:12.138000,0 days 00:41:34.986000,0 days 00:42:05.471000,262.0,286.0,258.0,324.0,False,HYPERSOFT,2.0,True,Ferrari,0 days 00:40:52.371000,2018-06-09 18:37:03.444000,1.0,,False,,False,True
2018,Q,0 days 00:52:14.147000,RAI,7,,13.0,3.0,,0 days 00:43:27.306000,0 days 00:00:25.314000,0 days 00:00:26.311000,,0 days 00:42:30.801000,0 days 00:42:57.105000,,209.0,254.0,,214.0,False,HYPERSOFT,3.0,True,Ferrari,0 days 00:42:05.471000,2018-06-09 18:38:16.544000,1.0,,False,,False,False
2018,Q,0 days 00:53:41.101000,RAI,7,0 days 00:01:26.954000,14.0,4.0,0 days 00:52:15.550000,,0 days 00:00:25.879000,0 days 00:00:27.134000,0 days 00:00:33.941000,0 days 00:52:40.026000,0 days 00:53:07.160000,0 days 00:53:41.101000,244.0,262.0,300.0,299.0,False,HYPERSOFT,1.0,True,Ferrari,0 days 00:52:14.147000,2018-06-09 18:48:25.220000,1.0,,False,,False,False
2018,Q,0 days 00:54:52.196000,RAI,7,0 days 00:01:11.095000,15.0,4.0,,,0 days 00:00:19.638000,0 days 00:00:22.712000,0 days 00:00:28.745000,0 days 00:54:00.739000,0 days 00:54:23.451000,0 days 00:54:52.196000,264.0,286.0,296.0,325.0,True,HYPERSOFT,2.0,True,Ferrari,0 days 00:53:41.101000,2018-06-09 18:49:52.174000,1.0,,False,,False,True
2018,Q,0 days 00:56:20.097000,RAI,7,0 days 00:01:27.901000,16.0,4.0,,,0 days 00:00:25.274000,0 days 00:00:28.174000,0 days 00:00:34.453000,0 days 00:55:17.470000,0 days 00:55:45.644000,0 days 00:56:20.097000,188.0,218.0,298.0,293.0,False,HYPERSOFT,3.0,True,Ferrari,0 days 00:54:52.196000,2018-06-09 18:51:03.269000,1.0,,False,,False,True
2018,Q,0 days 00:57:31.279000,RAI,7,0 days 00:01:11.182000,17.0,4.0,,,0 days 00:00:19.670000,0 days 00:00:22.671000,0 days 00:00:28.841000,0 days 00:56:39.767000,0 days 00:57:02.438000,0 days 00:57:31.279000,265.0,286.0,295.0,323.0,False,HYPERSOFT,4.0,True,Ferrari,0 days 00:56:20.097000,2018-06-09 18:52:31.170000,1.0,,False,,False,True
2018,Q,0 days 01:01:34.877000,RAI,7,,18.0,4.0,,0 days 00:58:46.661000,0 days 00:00:22.872000,0 days 00:00:25.924000,,0 days 00:57:54.153000,0 days 00:58:20.094000,,234.0,257.0,,288.0,False,HYPERSOFT,5.0,True,Ferrari,0 days 00:57:31.279000,2018-06-09 18:53:42.352000,1.0,,False,,False,False
2018,Q,0 days 01:02:59.787000,RAI,7,0 days 00:01:24.910000,19.0,5.0,0 days 01:01:36.462000,,0 days 00:00:26.447000,0 days 00:00:25.270000,0 days 00:00:33.193000,0 days 01:02:01.324000,0 days 01:02:26.594000,0 days 01:02:59.787000,248.0,268.0,301.0,296.0,False,HYPERSOFT,1.0,True,Ferrari,0 days 01:01:34.877000,2018-06-09 18:57:45.950000,1.0,,False,,False,False
2018,Q,0 days 01:04:28.014000,RAI,7,,20.0,5.0,,0 days 01:04:28.014000,0 days 00:00:22.708000,0 days 00:00:29.874000,,0 days 01:03:22.601000,0 days 01:03:52.354000,,209.0,214.0,,213.0,False,HYPERSOFT,2.0,True,Ferrari,0 days 01:02:59.787000,2018-06-09 18:59:10.860000,1.0,,False,,False,False
2018,Q,0 days 00:10:47.750000,RIC,3,0 days 00:01:30.757000,1.0,1.0,0 days 00:09:18.385000,,0 days 00:00:26.862000,0 days 00:00:26.684000,0 days 00:00:37.211000,0 days 00:09:43.901000,0 days 00:10:10.558000,0 days 00:10:47.873000,229.0,269.0,291.0,127.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:09:18.385000,2018-06-09 18:05:29.458000,,,False,,False,False
2018,Q,0 days 00:12:00.513000,RIC,3,0 days 00:01:12.763000,2.0,1.0,,,0 days 00:00:20.013000,0 days 00:00:23.327000,0 days 00:00:29.423000,0 days 00:11:07.763000,0 days 00:11:31.090000,0 days 00:12:00.513000,259.0,283.0,291.0,320.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:10:47.750000,2018-06-09 18:06:58.823000,,,False,,False,False
2018,Q,0 days 00:13:40.857000,RIC,3,0 days 00:01:40.344000,3.0,1.0,,,0 days 00:00:26.467000,0 days 00:00:33.862000,0 days 00:00:40.015000,0 days 00:12:26.980000,0 days 00:13:00.842000,0 days 00:13:40.857000,201.0,256.0,292.0,191.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:12:00.513000,2018-06-09 18:08:11.586000,,,False,,False,False
2018,Q,0 days 00:14:53.316000,RIC,3,0 days 00:01:12.459000,4.0,1.0,,,0 days 00:00:19.996000,0 days 00:00:23.240000,0 days 00:00:29.223000,0 days 00:14:00.853000,0 days 00:14:24.093000,0 days 00:14:53.316000,260.0,283.0,298.0,324.0,True,HYPERSOFT,4.0,True,Red Bull Racing,0 days 00:13:40.857000,2018-06-09 18:09:51.930000,,,False,,False,False
2018,Q,0 days 00:16:26.251000,RIC,3,0 days 00:01:32.935000,5.0,1.0,,,0 days 00:00:26.061000,0 days 00:00:30.766000,0 days 00:00:36.108000,0 days 00:15:19.377000,0 days 00:15:50.143000,0 days 00:16:26.251000,182.0,255.0,292.0,284.0,False,HYPERSOFT,5.0,True,Red Bull Racing,0 days 00:14:53.316000,2018-06-09 18:11:04.389000,,,False,,False,False
2018,Q,0 days 00:32:40.652000,RIC,3,,6.0,1.0,,0 days 00:17:37.903000,0 days 00:00:19.966000,0 days 00:00:24.680000,,0 days 00:16:46.603000,0 days 00:17:10.933000,,261.0,258.0,,295.0,False,HYPERSOFT,6.0,True,Red Bull Racing,0 days 00:16:26.251000,2018-06-09 18:12:37.324000,1.0,,False,,False,False
2018,Q,0 days 00:34:10.504000,RIC,3,0 days 00:01:29.852000,7.0,2.0,0 days 00:32:42.021000,,0 days 00:00:26.949000,0 days 00:00:27.256000,0 days 00:00:35.647000,0 days 00:33:07.601000,0 days 00:33:34.857000,0 days 00:34:10.504000,207.0,263.0,292.0,286.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:32:40.652000,2018-06-09 18:28:51.725000,1.0,,False,,False,False
2018,Q,0 days 00:35:22.339000,RIC,3,0 days 00:01:11.835000,8.0,2.0,,,0 days 00:00:19.756000,0 days 00:00:22.955000,0 days 00:00:29.124000,0 days 00:34:30.260000,0 days 00:34:53.215000,0 days 00:35:22.339000,260.0,282.0,292.0,322.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:34:10.504000,2018-06-09 18:30:21.577000,1.0,,False,,False,True
2018,Q,0 days 00:41:18.685000,RIC,3,,9.0,2.0,,0 days 00:36:50.181000,0 days 00:00:26.780000,0 days 00:00:30.001000,,0 days 00:35:49.114000,0 days 00:36:19.146000,,174.0,237.0,,247.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:35:22.339000,2018-06-09 18:31:33.412000,1.0,,False,,False,False
2018,Q,0 days 00:43:00.350000,RIC,3,0 days 00:01:41.665000,10.0,3.0,0 days 00:41:20.062000,,0 days 00:00:26.972000,0 days 00:00:28.546000,0 days 00:00:46.147000,0 days 00:41:45.657000,0 days 00:42:14.203000,0 days 00:43:00.350000,217.0,266.0,292.0,103.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:41:18.685000,2018-06-09 18:37:29.758000,1.0,,False,,False,False
2018,Q,0 days 00:44:11.784000,RIC,3,0 days 00:01:11.434000,11.0,3.0,,,0 days 00:00:19.718000,0 days 00:00:22.746000,0 days 00:00:28.970000,0 days 00:43:20.068000,0 days 00:43:42.814000,0 days 00:44:11.784000,263.0,286.0,293.0,323.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:43:00.350000,2018-06-09 18:39:11.423000,1.0,,False,,False,True
2018,Q,0 days 00:55:10.795000,RIC,3,,12.0,3.0,,0 days 00:45:40.754000,0 days 00:00:28.460000,0 days 00:00:30.597000,,0 days 00:44:40.295000,0 days 00:45:10.860000,,171.0,246.0,,278.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:44:11.784000,2018-06-09 18:40:22.857000,1.0,,False,,False,False
2018,Q,0 days 00:56:43.008000,RIC,3,0 days 00:01:32.213000,13.0,4.0,0 days 00:55:12.158000,,0 days 00:00:28.378000,0 days 00:00:28.552000,0 days 00:00:35.283000,0 days 00:55:39.173000,0 days 00:56:07.725000,0 days 00:56:43.008000,200.0,265.0,291.0,236.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:55:10.795000,2018-06-09 18:51:21.868000,1.0,,False,,False,False
2018,Q,0 days 00:57:54.289000,RIC,3,0 days 00:01:11.281000,14.0,4.0,,,0 days 00:00:19.576000,0 days 00:00:22.690000,0 days 00:00:29.015000,0 days 00:57:02.584000,0 days 00:57:25.274000,0 days 00:57:54.289000,261.0,282.0,291.0,317.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:56:43.008000,2018-06-09 18:52:54.081000,1.0,,False,,False,True
2018,Q,0 days 01:01:49.475000,RIC,3,,15.0,4.0,,0 days 00:59:10.020000,0 days 00:00:23.599000,0 days 00:00:25.855000,,0 days 00:58:17.891000,0 days 00:58:43.752000,,237.0,262.0,,295.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:57:54.289000,2018-06-09 18:54:05.362000,1.0,,False,,False,False
2018,Q,0 days 01:03:25.138000,RIC,3,0 days 00:01:35.663000,16.0,5.0,0 days 01:01:50.877000,,0 days 00:00:27.107000,0 days 00:00:28.846000,0 days 00:00:39.710000,0 days 01:02:16.582000,0 days 01:02:45.428000,0 days 01:03:25.138000,201.0,267.0,293.0,157.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 01:01:49.475000,2018-06-09 18:58:00.548000,1.0,,False,,False,False
2018,Q,0 days 01:04:36.254000,RIC,3,0 days 00:01:11.116000,17.0,5.0,,,0 days 00:00:19.523000,0 days 00:00:22.672000,0 days 00:00:28.921000,0 days 01:03:44.661000,0 days 01:04:07.333000,0 days 01:04:36.254000,263.0,284.0,293.0,320.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 01:03:25.138000,2018-06-09 18:59:36.211000,1.0,,False,,False,True
2018,Q,0 days 01:06:04.115000,RIC,3,,18.0,5.0,,0 days 01:06:04.115000,0 days 00:00:27.703000,0 days 00:00:28.740000,,0 days 01:05:04.121000,0 days 01:05:32.991000,,209.0,225.0,,253.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 01:04:36.254000,2018-06-09 19:00:47.327000,1.0,,False,,False,False
2018,Q,0 days 00:13:07.196000,HUL,27,0 days 00:01:30.970000,1.0,1.0,0 days 00:11:37.582000,,0 days 00:00:29.012000,0 days 00:00:28.937000,0 days 00:00:33.021000,0 days 00:12:05.238000,0 days 00:12:34.181000,0 days 00:13:07.291000,190.0,262.0,292.0,296.0,False,HYPERSOFT,1.0,True,Renault,0 days 00:11:37.582000,2018-06-09 18:07:48.655000,,,False,,False,False
2018,Q,0 days 00:14:19.991000,HUL,27,0 days 00:01:12.795000,2.0,1.0,,,0 days 00:00:20.278000,0 days 00:00:23.298000,0 days 00:00:29.219000,0 days 00:13:27.474000,0 days 00:13:50.772000,0 days 00:14:19.991000,258.0,283.0,293.0,320.0,True,HYPERSOFT,2.0,True,Renault,0 days 00:13:07.196000,2018-06-09 18:09:18.269000,,,False,,False,False
2018,Q,0 days 00:34:18.570000,HUL,27,,3.0,1.0,,0 days 00:15:46.003000,0 days 00:00:26.882000,0 days 00:00:29.847000,,0 days 00:14:46.868000,0 days 00:15:16.721000,,200.0,175.0,,289.0,False,HYPERSOFT,3.0,True,Renault,0 days 00:14:19.991000,2018-06-09 18:10:31.064000,1.0,,False,,False,False
